Edad;Genero;P1_Destino;P2_Estres;P3_Frecuencia;P4_NivelEstres;P5_FinSemana
24;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;1;C) Tranquilo, en casa y preparando la semana.
13;Hombre;D) Viajes, conciertos, cursos.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;6;A) Improvisado, con amigos y musica.
15;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;8;A) Improvisado, con amigos y musica.
23;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;6;C) Tranquilo, en casa y preparando la semana.
30;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
13;Mujer;D) Viajes, conciertos, cursos.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;4;A) Improvisado, con amigos y musica.
26;Mujer;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;4;A) Improvisado, con amigos y musica.
29;Hombre;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;6;A) Improvisado, con amigos y musica.
46;Mujer;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;7;B) Activo, haciendo deporte y comiendo.
19;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;5;C) Tranquilo, en casa y preparando la semana.
21;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;8;C) Tranquilo, en casa y preparando la semana.
22;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;8;A) Improvisado, con amigos y musica.
33;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;1;C) Tranquilo, en casa y preparando la semana.
25;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;3;C) Tranquilo, en casa y preparando la semana.
32;Mujer;D) Viajes, conciertos, cursos.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;7;A) Improvisado, con amigos y musica.
17;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
13;Hombre;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;7;C) Tranquilo, en casa y preparando la semana.
34;Hombre;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;4;B) Activo, haciendo deporte y comiendo.
31;Hombre;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;6;C) Tranquilo, en casa y preparando la semana.
22;Hombre;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;5;A) Improvisado, con amigos y musica.
20;Mujer;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;7;C) Tranquilo, en casa y preparando la semana.
35;Mujer;D) Viajes, conciertos, cursos.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;8;B) Activo, haciendo deporte y comiendo.
45;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
24;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;10;C) Tranquilo, en casa y preparando la semana.
13;Mujer;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
42;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;3;C) Tranquilo, en casa y preparando la semana.
13;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;4;C) Tranquilo, en casa y preparando la semana.
38;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;4;A) Improvisado, con amigos y musica.
18;Mujer;D) Viajes, conciertos, cursos.;B) Hacer ejercicio y meditar.;C) Casi nunca.;7;C) Tranquilo, en casa y preparando la semana.
19;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;2;A) Improvisado, con amigos y musica.
21;Hombre;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;4;C) Tranquilo, en casa y preparando la semana.
19;Mujer;A) Salir a beber con amigos y fiestas.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
20;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;3;C) Tranquilo, en casa y preparando la semana.
39;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;8;C) Tranquilo, en casa y preparando la semana.
27;Mujer;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;3;C) Tranquilo, en casa y preparando la semana.
29;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
27;Mujer;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;8;C) Tranquilo, en casa y preparando la semana.
39;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;4;C) Tranquilo, en casa y preparando la semana.
21;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;6;A) Improvisado, con amigos y musica.
25;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;3;C) Tranquilo, en casa y preparando la semana.
40;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;2;C) Tranquilo, en casa y preparando la semana.
13;Hombre;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;6;D) Visitando un lugar nuevo o una actividad nueva.
36;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;2;B) Activo, haciendo deporte y comiendo.
27;Mujer;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;C) Casi nunca.;9;D) Visitando un lugar nuevo o una actividad nueva.
35;Hombre;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
31;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;2;D) Visitando un lugar nuevo o una actividad nueva.
21;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;1;C) Tranquilo, en casa y preparando la semana.
27;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;9;C) Tranquilo, en casa y preparando la semana.
13;Hombre;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;8;C) Tranquilo, en casa y preparando la semana.
23;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;3;A) Improvisado, con amigos y musica.
14;Hombre;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;5;A) Improvisado, con amigos y musica.
20;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;3;C) Tranquilo, en casa y preparando la semana.
30;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;6;C) Tranquilo, en casa y preparando la semana.
13;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;A) 4 o mas veces.;3;C) Tranquilo, en casa y preparando la semana.
24;Hombre;D) Viajes, conciertos, cursos.;B) Hacer ejercicio y meditar.;C) Casi nunca.;9;C) Tranquilo, en casa y preparando la semana.
13;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;8;A) Improvisado, con amigos y musica.
13;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
25;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;4;C) Tranquilo, en casa y preparando la semana.
13;Hombre;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;7;A) Improvisado, con amigos y musica.
26;Mujer;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;10;C) Tranquilo, en casa y preparando la semana.
15;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;4;C) Tranquilo, en casa y preparando la semana.
38;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
15;Mujer;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;1;C) Tranquilo, en casa y preparando la semana.
20;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;10;A) Improvisado, con amigos y musica.
17;Hombre;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;1;C) Tranquilo, en casa y preparando la semana.
41;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;8;B) Activo, haciendo deporte y comiendo.
20;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;7;C) Tranquilo, en casa y preparando la semana.
31;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;2;D) Visitando un lugar nuevo o una actividad nueva.
13;Mujer;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;C) Casi nunca.;8;A) Improvisado, con amigos y musica.
14;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;5;B) Activo, haciendo deporte y comiendo.
13;Hombre;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;4;B) Activo, haciendo deporte y comiendo.
28;Mujer;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;7;C) Tranquilo, en casa y preparando la semana.
43;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;6;A) Improvisado, con amigos y musica.
38;Hombre;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;6;C) Tranquilo, en casa y preparando la semana.
17;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;7;C) Tranquilo, en casa y preparando la semana.
25;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;6;B) Activo, haciendo deporte y comiendo.
19;Hombre;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;3;B) Activo, haciendo deporte y comiendo.
16;Hombre;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;C) Casi nunca.;3;C) Tranquilo, en casa y preparando la semana.
17;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;6;C) Tranquilo, en casa y preparando la semana.
15;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;4;C) Tranquilo, en casa y preparando la semana.
20;Mujer;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;3;A) Improvisado, con amigos y musica.
33;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;6;C) Tranquilo, en casa y preparando la semana.
23;Hombre;C) Ahorrando o invirtiendolo.;A) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;4;A) Improvisado, con amigos y musica.
24;Mujer;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;3;B) Activo, haciendo deporte y comiendo.
33;Hombre;D) Viajes, conciertos, cursos.;B) Hacer ejercicio y meditar.;C) Casi nunca.;1;D) Visitando un lugar nuevo o una actividad nueva.
30;Hombre;D) Viajes, conciertos, cursos.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;1;C) Tranquilo, en casa y preparando la semana.
22;Hombre;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;4;D) Visitando un lugar nuevo o una actividad nueva.
20;Hombre;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;4;C) Tranquilo, en casa y preparando la semana.
28;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;5;C) Tranquilo, en casa y preparando la semana.
36;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;9;A) Improvisado, con amigos y musica.
24;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;2;C) Tranquilo, en casa y preparando la semana.
13;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;7;C) Tranquilo, en casa y preparando la semana.
51;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;1;A) Improvisado, con amigos y musica.
46;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;9;C) Tranquilo, en casa y preparando la semana.
25;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;6;B) Activo, haciendo deporte y comiendo.
27;Mujer;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;C) Casi nunca.;1;C) Tranquilo, en casa y preparando la semana.
28;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;8;C) Tranquilo, en casa y preparando la semana.
23;Mujer;D) Viajes, conciertos, cursos.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;6;C) Tranquilo, en casa y preparando la semana.
27;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;10;C) Tranquilo, en casa y preparando la semana.
13;Hombre;A) Salir a beber con amigos y fiestas.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;4;C) Tranquilo, en casa y preparando la semana.
19;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;3;C) Tranquilo, en casa y preparando la semana.
17;Mujer;A) Salir a beber con amigos y fiestas.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;10;C) Tranquilo, en casa y preparando la semana.
35;Mujer;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
31;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;4;B) Activo, haciendo deporte y comiendo.
24;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;4;C) Tranquilo, en casa y preparando la semana.
22;Hombre;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
18;Hombre;A) Salir a beber con amigos y fiestas.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
17;Mujer;A) Salir a beber con amigos y fiestas.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;6;C) Tranquilo, en casa y preparando la semana.
13;Hombre;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;1;C) Tranquilo, en casa y preparando la semana.
48;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;C) Casi nunca.;4;C) Tranquilo, en casa y preparando la semana.
28;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;7;C) Tranquilo, en casa y preparando la semana.
32;Mujer;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;6;C) Tranquilo, en casa y preparando la semana.
13;Mujer;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;3;A) Improvisado, con amigos y musica.
32;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;3;A) Improvisado, con amigos y musica.
38;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
48;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;3;C) Tranquilo, en casa y preparando la semana.
24;Hombre;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;A) 4 o mas veces.;6;B) Activo, haciendo deporte y comiendo.
32;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;8;C) Tranquilo, en casa y preparando la semana.
36;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;6;D) Visitando un lugar nuevo o una actividad nueva.
34;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;5;A) Improvisado, con amigos y musica.
69;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;10;C) Tranquilo, en casa y preparando la semana.
20;Hombre;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;2;C) Tranquilo, en casa y preparando la semana.
18;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;2;C) Tranquilo, en casa y preparando la semana.
23;Mujer;D) Viajes, conciertos, cursos.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;5;C) Tranquilo, en casa y preparando la semana.
22;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;1;C) Tranquilo, en casa y preparando la semana.
